Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785796700,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796701,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796702,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796703,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796704,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796705,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796706,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796707,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796708,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796709,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796710,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796711,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796712,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796713,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796714,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796715,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796716,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796717,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796718,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796719,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796720,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796721,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796722,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796723,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796724,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796725,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796726,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796727,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796728,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796729,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796730,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796731,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796732,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796733,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796734,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796735,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796736,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796737,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796738,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796739,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796740,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796741,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796742,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796743,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796744,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796745,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796746,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796747,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796748,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796749,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796750,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796751,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796752,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796753,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796754,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796755,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796756,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796757,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796758,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796759,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796760,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796761,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796762,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796763,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796764,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796765,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796766,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796767,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796768,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796769,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796770,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796771,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796772,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796773,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796774,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796775,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796776,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796777,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796778,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796779,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796780,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796781,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796782,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796783,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796784,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796785,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796786,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796787,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796788,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796789,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796790,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796791,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796792,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796793,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796794,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796795,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796796,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796797,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796798,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796799,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796800,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796801,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796802,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796803,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796804,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796805,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796806,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796807,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796808,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796809,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796810,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796811,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796812,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796813,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796814,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796815,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796816,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796817,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796818,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
1785796819,2,,Aggregated,0.000000,0.000000,21,21,21,21,21,21,21,21,21,21,21,1,0,20.5235410000002,20.5235410000002,20.5235410000002,20.5235410000002,242.0
